706	703
608	802
99	397
688	335
774	894
53	465
134	493
492	393
999	770
710	808
125	360
51	92
115	564
380	802
137	555
48	393
175	759
101	957
941	697
614	573
250	373
824	109
241	149
393	328
280	715
211	801
522	37
960	723
263	588
660	577
121	716
469	26
161	601
551	235
393	103
536	904
458	621
501	175
211	507
554	760
827	392
905	393
519	244
960	478
802	146
835	355
964	862
851	792
869	36
445	247
781	580
405	281
56	476
803	61
243	816
270	640
802	680
823	657
995	421
291	683
548	769
582	328
211	769
415	769
846	267
134	465
964	77
594	887
16	687
495	655
148	141
863	894
178	211
471	691
391	585
283	392
865	770
746	416
243	620
802	739
837	242
34	508
834	550
627	186
148	728
178	398
193	211
490	304
105	968
35	396
98	620
321	231
393	92
808	276
425	628
54	711
498	556
838	506
197	67
326	943
681	590
374	243
80	251
211	546
810	360
163	620
76	374
217	193
211	597
358	960
447	802
745	592
515	600
985	903
152	796
632	976
211	492
886	16
749	860
443	583
828	257
938	701
21	698
88	749
556	164
621	414
308	328
228	613
382	246
312	185
737	28
620	399
591	179
303	786
920	360
827	261
960	803
915	942
254	221
869	743
425	737
834	826
623	18
964	802
0	66
418	553
535	211
884	227
822	129
373	10
53	350
808	976
682	180
232	243
211	472
554	489
539	754
253	618
469	666
976	188
860	185
87	752
408	634
360	550
577	133
620	645
620	211
737	588
425	433
620	705
718	762
360	416
819	707
429	803
107	961
456	620
526	672
242	136
899	771
587	188
46	514
3	598
896	417
377	717
821	949
393	237
505	393
15	801
848	410
308	943
253	811
424	85
802	211
631	876
768	426
842	620
985	345
908	790
202	950
416	729
309	386
836	531
696	213
768	614
758	246
21	769
620	789
452	112
932	769
610	84
618	491
211	294
145	874
244	435
538	910
795	379
367	687
178	623
769	932
248	1
769	952
554	834
541	146
211	447
931	876
620	498
899	986
564	522
393	949
211	81
767	891
967	420
677	448
632	450
535	213
272	533
938	847
714	393
802	706
149	243
409	27
411	440
999	620
121	578
720	834
532	402
80	360
581	469
62	32
322	894
201	422
243	867
642	749
612	405
503	965
802	941
170	330
423	263
648	911
985	207
245	273
666	657
332	56
620	92
813	366
212	997
479	943
995	211
816	997
225	930
152	784
123	401
248	331
732	235
942	555
508	927
600	360
296	691
851	947
305	906
399	680
525	852
422	544
620	474
414	164
117	327
736	334
211	775
345	737
755	329
800	555
900	516
211	441
638	211
964	308
811	853
918	842
701	684
198	295
754	238
170	298
267	36
216	211
393	523
202	455
346	832
609	665
537	675
949	811
955	173
910	164
35	413
81	770
948	815
238	211
362	655
419	113
535	243
397	775
80	633
318	600
137	211
863	157
826	272
399	576
364	834
260	628
416	178
211	737
161	266
899	167
802	255
935	360
825	620
816	308
834	554
932	958
458	0
294	851
851	151
500	112
518	393
138	769
91	649
479	211
57	998
999	845
211	877
148	146
84	964
627	437
423	240
787	376
506	517
360	429
489	707
920	899
156	539
404	977
555	277
583	119
48	16
224	517
952	400
490	45
649	178
213	146
670	717
729	203
202	739
801	210
11	63
178	730
424	581
248	308
562	211
86	837
929	868
744	104
239	620
982	393
620	961
770	182
153	243
556	837
751	92
986	615
918	402
977	854
384	175
886	253
802	144
159	393
793	711
316	620
964	16
547	538
178	478
520	464
302	737
59	340
555	625
539	189
334	941
290	485
964	523
642	244
531	647
964	888
714	544
243	375
211	542
382	702
767	454
963	51
456	830
592	620
80	426
305	999
504	397
647	907
734	395
319	298
384	806
913	204
907	696
874	31
591	443
75	787
649	735
973	211
393	940
519	682
939	211
945	315
686	15
339	754
967	179
221	211
749	658
994	718
444	798
957	669
554	888
393	952
787	876
593	653
70	759
35	833
918	781
95	227
617	513
445	876
413	620
952	81
771	216
774	458
341	737
839	970
128	150
773	377
787	709
239	718
678	278
141	460
122	60
949	28
951	802
211	683
606	425
964	383
48	564
48	53
94	211
749	199
515	637
653	16
852	546
976	16
932	737
85	750
234	748
517	178
190	555
211	296
211	436
717	552
542	797
70	892
802	292
194	426
302	784
393	783
424	61
19	834
275	31
31	791
234	211
179	114
932	947
360	313
175	950
393	810
556	211
150	671
802	271
802	532
425	84
211	728
8	112
483	555
645	81
896	865
963	421
435	215
178	281
531	873
954	597
135	505
425	782
97	737
425	492
380	16
898	929
994	918
916	764
729	868
461	396
393	911
373	123
392	650
255	802
313	295
516	786
987	244
464	175
286	217
355	867
731	852
919	211
211	746
100	834
318	624
481	767
226	334
505	581
211	398
738	199
940	672
931	651
300	303
211	792
535	726
28	824
953	823
111	586
68	253
978	261
375	490
980	8
548	22
266	326
490	760
769	979
377	502
178	575
909	806
34	360
146	941
211	587
538	302
872	708
995	939
842	262
871	16
898	577
719	258
243	959
755	631
22	203
943	19
219	917
211	431
240	955
201	546
72	257
218	878
121	620
352	164
757	244
477	280
672	864
470	938
514	716
605	622
110	46
375	135
769	425
393	580
388	360
556	366
900	222
224	811
498	243
368	899
490	471
762	694
693	769
539	737
211	858
225	243
87	393
455	964
672	178
360	807
927	998
393	211
452	663
145	775
853	392
604	457
568	437
636	811
34	617
23	913
309	172
697	506
620	453
927	395
440	459
37	627
360	395
490	701
606	271
936	623
380	393
753	491
238	852
921	800
195	228
214	468
746	187
244	187
853	748
798	228
964	852
588	393
14	211
393	745
218	285
523	564
779	288
676	631
646	70
236	882
145	987
392	71
899	81
552	550
243	672
51	493
455	244
457	211
113	165
229	393
611	211
955	33
868	682
78	472
899	272
144	106
130	857
858	707
687	13
92	430
21	297
105	289
248	178
722	425
193	885
966	911
79	39
603	145
924	339
555	107
211	474
9	211
619	977
587	684
906	91
620	478
207	603
515	197
211	452
858	841
86	802
978	971
315	984
737	243
394	99
302	436
352	810
862	777
237	943
790	713
315	38
720	704
497	343
146	211
211	315
552	586
16	749
425	908
252	679
47	520
85	699
244	370
836	210
501	290
14	520
936	393
555	484
458	620
950	987
990	170
802	938
288	253
320	178
111	393
819	653
161	50
610	423
769	900
587	933
199	798
670	807
718	665
281	339
586	602
211	330
81	421
786	871
653	328
756	427
442	529
547	572
99	177
271	596
423	880
425	885
899	983
627	679
834	568
863	555
206	476
426	834
823	15
887	235
277	15
238	472
146	892
828	289
756	384
787	828
620	505
144	621
211	563
802	264
814	969
759	620
101	620
802	245
575	144
173	737
238	971
152	288
403	498
653	661
353	477
555	178
586	491
327	868
295	891
671	194
555	110
288	28
907	555
506	988
81	434
766	834
46	140
81	811
555	459
242	507
259	208
913	726
899	236
736	732
177	396
998	105
345	393
587	618
714	124
928	635
983	802
193	957
360	87
515	120
672	276
216	769
155	457
393	930
620	39
209	898
929	685
842	928
359	697
823	228
561	767
440	448
490	871
620	554
85	297
155	211
849	310
427	488
355	211
508	505
71	620
620	168
38	662
552	380
529	198
620	212
948	106
770	300
237	672
886	847
211	498
360	796
705	834
372	393
642	540
555	211
645	244
834	555
211	653
211	476
225	555
763	425
802	644
62	423
828	438
49	1
251	606
665	388
37	546
930	489
743	915
464	498
114	465
71	211
868	220
802	362
620	513
559	119
422	275
947	797
559	386
425	156
104	528
308	461
92	490
490	637
481	436
195	982
241	211
769	211
515	863
932	211
665	927
663	620
672	922
377	435
73	55
523	328
148	666
587	393
746	392
218	374
206	847
896	674
445	958
40	452
171	950
786	298
281	391
86	408
595	847
211	100
869	642
842	742
7	670
982	914
651	916
664	332
244	627
147	393
846	14
449	68
96	705
63	503
963	222
444	376
146	628
482	270
558	901
983	594
244	604
613	379
815	684
666	736
805	79
620	963
976	964
905	620
620	224
392	501
783	737
769	620
101	146
278	464
178	844
218	622
378	16
423	302
710	466
983	487
603	356
428	856
940	268
45	410
379	425
704	973
633	619
258	211
930	317
3	765
979	743
290	860
900	921
141	620
691	328
769	387
714	377
683	490
177	37
981	119
211	220
487	866
590	401
929	994
166	930
337	546
120	948
376	899
308	979
119	227
39	653
54	334
802	758
878	18
23	620
331	696
161	569
679	789
146	997
303	633
425	914
705	462
46	803
786	835
269	393
997	114
572	451
707	361
629	81
834	458
964	716
360	933
211	173
114	518
541	87
710	81
587	185
730	39
765	512
113	817
752	145
744	481
858	211
134	81
393	432
393	895
340	211
233	170
611	159
647	307
211	634
61	577
72	515
98	146
3	220
564	399
631	770
501	889
645	680
869	536
866	668
412	857
426	350
411	274
743	393
555	306
0	733
262	22
937	380
22	393
842	369
393	702
331	835
182	627
620	899
474	802
900	142
394	211
835	478
620	0
804	211
102	281
512	802
953	210
142	146
686	893
463	229
899	868
4	179
876	211
211	802
918	620
769	449
214	983
536	81
955	802
24	689
576	168
842	308
393	451
422	157
69	667
726	848
723	457
889	727
627	606
57	834
792	71
517	761
663	482
161	96
672	903
802	236
393	997
810	301
928	432
243	801
104	861
398	182
308	300
587	665
360	610
260	426
282	802
225	152
430	160
85	101
393	578
951	296
310	146
140	737
393	464
425	244
921	779
231	586
555	133
804	393
150	593
918	966
211	139
802	471
577	625
243	630
394	505
707	37
762	47
141	211
178	506
726	672
233	167
964	189
527	250
441	434
14	754
276	579
895	444
395	148
131	25
801	533
438	651
761	377
587	98
453	396
769	328
831	705
510	105
540	111
86	542
515	123
674	857
547	828
172	304
964	48
552	618
933	554
309	93
704	203
262	653
211	164
162	478
471	308
75	639
11	16
397	980
48	426
167	313
268	620
569	741
160	802
950	532
164	635
102	521
657	672
556	425
738	876
741	964
705	802
559	416
54	35
578	785
606	239
393	641
699	713
211	866
102	567
438	952
613	211
198	30
360	211
782	162
802	523
208	633
737	886
286	467
243	211
457	688
510	454
301	48
997	9
360	373
211	70
620	437
81	856
899	169
458	495
262	693
236	769
706	74
368	390
205	745
274	951
232	361
911	523
18	561
313	941
305	893
371	711
542	727
485	443
646	5
719	90
997	513
200	308
174	326
532	159
135	778
39	839
146	423
211	458
647	348
954	784
783	762
564	165
632	320
339	513
678	484
730	882
770	50
102	243
221	69
211	280
78	388
490	802
86	769
81	554
211	994
445	620
903	510
578	211
963	740
847	958
19	726
823	344
760	587
709	407
490	846
433	954
211	467
156	189
911	693
554	393
146	447
587	257
914	620
280	820
23	926
620	360
680	461
208	788
351	237
672	207
88	770
178	488
552	854
548	758
876	789
881	67
517	624
785	36
771	293
642	663
179	144
229	286
772	309
335	646
430	425
894	182
202	802
39	724
577	238
497	77
977	454
941	984
274	916
244	28
866	326
878	622
255	220
773	393
226	958
769	926
855	208
899	859
746	710
727	686
23	211
975	744
243	585
39	328
324	735
49	489
867	983
835	190
964	558
441	748
252	426
965	449
145	835
966	211
949	401
125	990
294	587
449	620
389	801
430	587
427	685
209	770
627	344
497	211
813	893
829	769
194	986
454	784
52	615
786	393
530	505
448	566
184	692
695	546
678	166
98	271
73	359
816	877
143	544
647	211
736	993
402	732
948	285
358	273
8	588
211	581
150	211
393	822
425	262
786	226
825	114
8	550
15	246
996	869
733	429
555	602
60	217
690	328
895	555
9	178
404	826
349	334
112	382
227	867
231	258
552	42
448	311
211	390
169	657
611	522
843	933
489	672
243	788
367	519
312	719
770	161
669	180
965	531
643	464
925	614
872	335
12	360
423	404
834	948
24	898
493	644
436	766
360	438
982	379
707	797
735	354
599	153
49	693
889	884
294	58
957	995
407	249
854	296
210	763
460	682
653	59
752	643
923	920
955	125
147	926
117	658
381	426
521	416
102	154
772	247
715	11
357	28
692	81
525	834
767	290
522	99
810	802
620	592
877	238
31	587
211	591
446	154
769	745
134	702
265	847
569	570
132	481
905	802
81	540
539	24
244	175
393	896
738	430
211	517
374	328
276	165
932	545
802	585
787	169
479	903
458	998
627	940
740	651
769	341
160	101
945	425
242	482
393	20
302	391
48	240
393	560
73	141
15	390
147	595
283	413
113	669
360	26
142	620
363	564
458	722
829	33
564	687
207	899
802	70
211	687
598	40
786	491
393	737
65	423
963	844
464	651
890	114
276	426
704	211
181	960
446	34
139	160
978	235
973	214
620	962
798	996
393	602
822	704
659	815
777	310
138	87
55	893
491	308
399	360
523	695
908	695
990	192
177	211
846	295
16	769
452	211
424	588
736	378
105	187
620	378
334	227
166	802
247	81
467	374
972	868
994	23
350	129
425	498
211	964
374	393
877	892
653	638
216	765
976	899
642	174
965	945
526	745
978	833
660	905
620	21
508	709
561	352
587	806
130	600
385	566
869	295
415	289
770	696
996	515
160	463
796	924
700	620
650	87
765	102
175	653
185	620
860	347
338	22
619	146
769	623
16	922
358	457
392	47
802	100
126	747
867	820
514	671
617	686
927	743
899	967
414	900
211	578
452	896
983	628
708	220
444	299
557	870
442	851
92	393
522	917
15	641
378	149
636	728
528	512
800	386
890	588
211	620
423	190
620	103
645	391
166	602
816	417
38	794
523	908
802	490
686	802
81	624
114	555
393	253
802	115
887	549
386	376
639	575
96	714
833	787
116	581
555	899
17	211
539	584
896	840
439	39
986	921
139	94
111	81
603	836
79	727
464	239
773	381
316	16
497	328
525	268
924	397
587	701
764	211
382	546
28	60
354	850
888	802
111	251
752	357
683	518
328	451
701	176
808	585
178	706
836	620
724	211
724	342
736	86
336	90
943	553
179	393
172	457
953	269
682	792
374	7
432	267
899	336
662	50
650	457
353	476
149	457
458	172
22	348
627	561
965	146
666	395
589	424
881	211
669	152
211	833
522	420
847	227
201	708
357	308
940	564
813	662
177	212
66	155
885	775
578	479
667	679
44	514
59	725
12	92
322	263
139	544
518	930
211	115
463	211
177	612
584	812
384	788
391	587
653	114
636	301
172	492
554	804
77	178
159	452
124	608
834	517
802	684
552	146
69	895
29	475
958	858
653	620
343	22
514	782
573	858
799	190
146	393
653	160
425	186
214	406
218	892
238	29
421	300
211	667
554	883
620	269
620	368
152	137
771	587
82	678
677	447
178	245
982	367
696	769
507	583
110	432
167	339
272	16
243	386
146	268
15	393
317	620
50	222
662	727
381	738
373	226
113	695
687	737
422	342
74	620
383	393
841	284
940	581
244	324
117	302
926	430
491	827
541	959
962	899
737	914
741	620
834	400
425	120
620	515
319	310
109	618
790	485
741	931
690	772
197	23
113	523
152	456
246	774
777	891
720	342
878	952
297	437
974	769
723	327
828	606
200	869
468	352
532	667
178	509
300	620
802	743
542	936
361	94
732	16
968	159
393	49
629	802
601	705
456	232
265	964
702	624
615	604
863	401
29	771
716	49
787	257
620	490
331	393
10	358
715	536
535	490
418	994
747	572
215	123
126	458
298	190
360	246
211	142
947	636
391	238
11	548
539	506
106	791
60	829
65	137
691	82
908	734
421	231
573	645
534	308
967	605
393	163
703	61
211	550
685	949
711	73
995	983
146	691
233	964
200	316
598	395
985	397
337	671
478	555
43	617
980	328
737	707
928	368
807	243
536	357
484	604
164	741
213	927
314	470
315	390
575	276
211	673
569	211
331	98
402	217
620	616
802	891
69	3
340	819
217	921
912	487
281	511
631	33
566	260
211	834
750	746
327	932
649	410
681	963
494	46
964	638
393	35
732	916
587	704
616	525
25	946
465	26
673	292
14	395
737	924
451	360
920	917
119	918
624	490
952	185
793	867
544	294
983	483
276	611
591	634
367	458
964	587
156	264
325	443
182	819
407	97
11	735
123	297
353	671
511	600
35	890
714	390
646	211
851	370
593	928
480	288
426	84
575	620
588	620
360	138
426	472
915	657
210	147
736	415
429	480
589	81
540	151
964	918
770	983
825	208
559	68
992	698
899	175
425	270
441	393
388	8
984	725
736	932
244	295
736	599
565	361
432	522
968	959
767	606
211	795
717	855
945	998
836	64
530	756
617	656
587	335
211	704
956	69
463	866
489	299
577	235
594	618
369	564
555	938
530	587
859	409
393	74
211	694
899	637
672	574
211	360
465	899
502	191
308	616
435	578
911	393
457	154
885	419
175	620
861	211
869	754
121	146
964	938
198	475
782	425
635	944
630	370
211	540
31	727
86	344
211	522
623	69
743	87
669	736
360	577
253	175
493	415
982	943
595	956
432	336
721	882
628	427
26	384
597	465
870	10
656	193
711	587
544	300
385	834
559	490
814	144
947	419
490	963
192	408
237	520
50	836
365	499
425	802
35	400
299	36
329	738
867	533
133	494
810	85
271	211
973	867
360	620
749	688
231	997
37	16
84	808
241	969
441	432
524	389
833	357
739	968
211	449
349	829
446	160
211	450
904	81
79	308
1	194
923	737
359	56
123	965
879	27
895	837
976	633
977	388
51	933
23	835
24	384
211	120
610	383
211	33
802	161
393	243
360	949
863	808
772	81
361	907
182	7
137	35
964	488
243	397
80	275
147	751
974	555
997	480
296	675
891	845
305	989
178	14
630	686
802	682
934	829
71	596
407	817
536	453
431	761
966	802
80	196
81	134
392	295
394	361
620	60
488	355
698	733
623	232
211	327
815	625
273	894
657	890
783	531
187	927
360	965
36	110
165	809
620	12
230	113
424	767
687	544
145	612
620	964
904	249
943	970
160	360
535	178
609	20
145	37
526	133
178	330
736	178
802	164
327	689
561	587
755	769
211	145
951	560
703	620
615	30
575	64
269	826
665	274
623	360
653	748
958	560
437	572
787	62
52	697
572	461
281	647
603	785
405	374
308	981
448	489
595	177
516	614
362	224
635	9
930	882
587	311
942	102
947	126
380	114
802	863
899	698
132	287
868	319
635	7
89	881
374	246
914	374
555	187
777	308
965	109
440	211
828	964
587	839
69	724
992	935
111	899
768	393
764	802
921	145
395	335
300	825
211	147
843	4
27	211
243	145
444	122
823	275
276	802
151	582
951	302
404	365
300	833
811	653
675	58
325	787
894	211
327	174
311	899
744	393
393	231
964	32
23	720
684	131
425	620
774	826
0	92
832	876
785	932
639	211
323	588
994	395
210	452
751	998
487	888
393	446
828	915
348	51
736	16
943	872
340	110
802	234
205	376
99	501
178	151
515	554
788	149
557	757
857	607
58	2
763	843
139	516
312	211
670	374
748	590
73	916
523	642
641	766
341	419
155	261
499	406
181	834
597	376
540	229
211	378
300	134
442	821
175	364
303	80
770	231
538	269
712	769
646	360
234	152
360	95
336	231
889	211
635	587
516	742
502	241
705	183
519	776
604	380
620	843
626	741
328	899
375	704
153	405
277	620
907	787
176	612
769	999
598	951
969	332
987	641
751	474
680	446
353	202
185	815
212	34
885	776
730	546
828	38
599	866
178	189
887	555
198	529
464	894
642	337
350	754
392	679
425	211
703	942
270	178
156	913
78	626
620	785
537	144
533	211
405	879
381	870
702	70
10	559
191	867
608	142
70	211
87	889
653	881
610	432
827	253
339	620
964	612
763	620
755	68
0	107
529	395
597	214
854	360
161	889
278	958
327	80
555	447
211	794
273	849
204	458
128	587
290	770
302	328
406	465
235	451
504	417
717	193
454	94
620	295
67	470
566	211
578	123
479	653
383	607
115	802
708	483
464	769
998	358
30	717
324	340
501	816
211	217
743	49
426	176
655	782
969	360
405	554
646	156
199	457
68	179
187	899
404	340
426	841
801	222
99	966
129	308
276	153
901	145
790	587
54	952
490	906
646	565
136	270
793	896
852	697
220	982
91	664
53	205
639	579
141	950
804	435
766	273
964	470
393	490
539	191
877	796
719	780
426	211
301	584
261	587
769	293
402	55
802	693
495	201
465	402
674	244
537	393
565	61
211	332
52	869
899	590
714	211
710	372
746	125
792	75
211	395
118	211
718	743
251	290
615	925
775	526
824	832
629	108
157	138
906	211
679	4
755	815
794	979
381	393
724	142
776	393
407	620
711	688
221	604
310	490
64	218
426	852
442	393
920	402
620	496
911	997
958	254
378	777
135	380
939	620
393	735
593	329
666	167
123	465
130	795
11	490
243	327
30	243
491	373
915	269
887	287
453	77
372	899
129	861
768	769
708	383
136	27
414	690
275	30
110	954
41	312
807	533
690	541
165	196
393	199
584	63
769	549
590	477
824	528
752	682
931	207
168	620
367	331
665	831
38	470
8	720
765	951
127	334
625	15
456	146
593	235
663	19
66	686
245	484
462	75
318	385
393	919
40	360
689	393
881	983
595	802
91	257
614	530
532	544
771	30
296	496
590	210
116	282
714	817
395	774
458	267
486	457
802	291
11	384
913	211
283	964
379	195
753	388
48	639
724	589
822	627
704	685
875	777
178	721
881	339
587	397
795	74
239	587
85	393
512	458
928	178
133	974
945	340
817	145
721	191
243	711
687	80
412	48
128	210
627	393
81	395
714	582
473	81
26	882
285	673
310	617
582	782
834	335
81	836
270	259
385	12
268	547
778	821
301	919
103	460
93	478
219	809
126	907
195	30
91	996
834	769
643	861
359	156
149	425
917	652
458	214
145	360
987	78
105	652
840	237
408	60
682	173
343	146
778	838
947	873
801	441
264	406
769	955
108	51
855	963
43	681
86	184
